,stock number,population name,species,esu/dps name,federal status,listing date,salmon recovery region,major population grouping,population goals,population history,run_timing_LH,stock definition,stock data description,stock spawning distribution,stock genetic analysis description
87,3160,Puyallup Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Basin EG=11,500 adults (includes White River coho)",This is a mixed stock with composite production. The annual contribution of hatchery-origin fish (judged by the presence of marks or tags) to the natural spawning population ranges from 12 to 25%.,Coho,Puyallup coho were identified as a stock based on their distinct spawning distribution.,"Data are cumulative fish-days values for index areas in Fennel Creek (RM 0.0 -1.9), Canyonfalls Creek (RM 0.3 - 0.6), unnamed stream 10.0453 (RM 0.0 -0.2), unnamed stream 10.0420A (RM 0.0 - 0.4) and Fiske Creek (RM 0.3 - 1.1).","Spawning takes place throughout the mainstem Puyallup River, South Prairie Creek and Carbon River and their tributaries.",No genetic analysis has been done on Puyallup coho.
88,3170,White River (Puyallup) Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Basin EG=11,500 adults (includes White River coho)",This is a mixed stock with composite production. Large numbers of Voights Creek Hatchery coho fingerlings were released into the White River between 1976 and 1995. In the absence of genetic analysis we are assuming that mixing of native and non-native coho has occurred.,Coho,White River coho were identified as a stock based on their distinct spawning distribution.,Data are total coho adults trapped at the U.S. Army Corps of Engineers adult trap on the White River near Buckley (RM 24.3).,"Most spawning takes place in the White River, West Fork White, Clearwater and Greenwater rivers.",No genetic analysis has been done on White River coho.
89,3180,Nisqually Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=4,000 adults","This is a mixed stock with composite production. There was a significant history of releases of nonnative hatchery coho into the Nisqually basin. Large numbers of hatchery-origin strays have been identified in other naturally spawning South Sound coho populations. Increased proportions of hatchery stock returns, resulting from reduced fisheries, may occur in this stock as well.",Coho,Nisqually coho were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on serial spawner counts in index areas in Twenty-five Mile Creek (RM 0.0 - 0.6), Toboton Creek (RM 1.0 to 1.3 and 1.8 to 2.7) and Tanwax Creek (RM 1.0 - 1.5).",Spawning takes place throughout the Nisqually watershed up to LaGrande (~RM 40) and in McAllister Creek.,No genetic analysis has been done on Nisqually coho.
90,3190,Chambers Creek Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Part of Deep South Sound/East Kitsap EG=14,000 adults.","This is a mixed stock with composite production. Various non-native hatchery-origin coho have been released into the Chambers Creek basin, and adult strays from the Fox Island net pen program also contributed to the Chambers Creek coho spawning population. The elimination of the Lake Sequalitchew program and the closure of the Fox Island net pens will probably reduce escapement of strays into Chambers Creek.",Coho,Chambers Creek coho were identified as stock due to their distinct spawning distribution.,Data are adult coho rack passage counts at the Chambers Creek Hatchery rack.,Spawning takes place throughout the Chambers Creek drainage.,No genetic analysis has been done on Chambers Creek coho.
91,3193,Deep South Sound Tribs Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Part of Deep South Sound/East Kitsap EG=14,000 adults.","This is a mixed stock with composite production. Non-native coho are not regularly stocked into Deep South Sound tributaries any longer, however two decades of fry outplants have contributed to the mixed nature of this stock. Many hatchery strays are still observed during natural spawning surveys.",Coho,Deep South Sound Tribs coho were identified as a stock based on the geographic proximity and common estuary of the numerous small to medium-sized coho-producing tributaries in deep South Sound and on the common origin (Soos Creek (Green River) and Minter Creek hatcheries) of the hatchery coho that were stocked extensively into streams in this region.  These hatchery introductions are expected to have resulted in at least some genetic modification and/or homogenization of the original natural coho stock(s)in deep South Sound.,Data are total escapement estimates based on serial live fish counts in index areas throughout Deep South Sound.,"Spawning takes place in all suitable and accessible streams along the southern edge of the Kitsap Peninsula from the western shore of the Tacoma Narrows, west along the Hale Passage shoreline, the east and west shores of Carr Inlet and Case Inlet and the streams in southernmost inlets of Puget Sound including Hammersley, Skookum, Totten, Eld, Budd, and Henderson, then along Nisqually Reach up to, but not including McAllister Creek. Only coho spawning in Chambers Creek, McAllister Creek, the Nisqually River and the Deschutes River are not included in the Deep South Sound Tribs stock.",No genetic analysis has been done on Deep South Sound Tribs coho.
92,3199,Deschutes Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=8,100",This is a non-native stock with wild production. No coho spawned in the Deschutes River prior to construction of a fish ladder at Tumwater Falls in 1954. The introduced coho are largely Soos Creek Hatchery (Green River) in origin.,Coho,Deschutes coho were identified as stock due to their distinct spawning distribution.,Data are production estiamtes of smolts per female and total escapements based on counts of wild adults at the Tumwater Falls adult trap.,Spawning takes place throughout the Deschutes River watershed and in independent tributaries to Capitol Lake including Percival Creek and Black Lake Ditch.,No genetic analysis has been done on Deschutes coho.
93,3203,East Kitsap Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Part of Deep South Sound/East Kitsap EG=14,000 adults.","This is a mixed stock with composite production. Various non-native hatchery-origin coho have been released into Deep South Sound streams. Additionally, adipose fin-clipped fish and coded-wire tags recovered from carcasses during spawning ground surveys in this region indicate a high level of adult straying into the natural spawning population from regional hatchery programs.",Coho,East Kitsap coho were identified as stock due to their distinct spawning distribution and common history of hatchery releases (mainly from Minter Creek Hatchery).,Data are total escapement estimates based on cumulative fish-days values in survey index areas.,"Spawning takes place in all suitable and accessible streams along the eastern shore of the Kitsap Peninsula from about Point No Point south to just north of the Tacoma Narrows Bridge, including Judd Creek and Cedarhurst Creek (15.0159) on Vashon Island.",No genetic analysis has been done on East Kitsap coho.
94,3207,Northeast Hood Canal Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. Six off-station fingerling/fry plants have been made into Big Beef, Seabeck or Stavis creeks utilizing Minter Creek, George Adams, Skykomish and Quilcene hatchery stocks. Releases of Quilcene, Green River, Hood Canal and Dungeness hatchery stocks were made into Shine and Throndyke creeks. Since 1981 substantial numbers of extended-reared Dungeness Hatchery or Quilcene National Fish Hatchery coho have been released annually from net pens in Port Gamble Bay and Quilcene Bay. This stock is likely a mixture of native and introduced non-native stocks.",Coho,Northeast Hood Canal coho were provisionally identified as a stock based on the proximity and similar characteristics of their spawning streams.,Total escapement estimates are based on adult coho counted at the WDFW research weir at RM 0.1 on Big Beef Creek. Estimates of stray hatchery coho entering Big Beef Creek are available from 1991 to the present.,"Spawning takes place in Big Anderson, Stavis, Seabeck, Big Beef, Little Beef, Gamble, Miller, Lake and Kinman creeks on the east side of Hood Canal, in Thorndyke and Shine creeks on the west side of Hood Canal, and in numerous smaller, independent west side drainages.",No genetic analysis has been done on Northeast Hood Canal coho.
95,3210,Dewatto Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. Releases of non-native hatchery-origin coho yearlings (George Adams, Dungeness and Minter Creek (South Sound) stocks) occurred between 1954 and 1979. There have also been releases of Minter Creek, Quilcene, Soos Creek (Green River), Skykomish, and George Adams fish. This stock is likely a mixture of the native and introduced non-native stocks.",Coho,Dewatto coho were identified as a stock based upon their distinct spawning distribution.,Data are season cumulative fish-days from live spawner counts from the Dewatto River (RM 4.8 to 7.5) and Windship Creek (RM 1.1 to 1.6).,Spawning takes place throughout the Dewatto watershed.,"Allozyme analysis of Dewatto coho sampled in 1994 to 1996 showed them to be significantly different from all other Washington coho stocks examined (David Teel, NMFS, personal communication)."
96,3215,Southeast Hood Canal Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. There were periodic off-station releases of hatchery-origin coho yearlings into this region between 1952 and 1976. Most releases were from Minter Creek Hatchery, along with Dungeness, George Adams and Soos Creek hatchery stocks. Releases occurred mainly in the Tahuya and Union Rivers, Big Mission and Stimson Creeks and Lake Erdman. This stock is likely a mixture of the native and introduced non-native stocks.",Coho,Southeast Hood Canal coho were identified as a stock based on their distinct spawning distribution and the proximity and similar characteristics of their spawning streams.,"Data are season cumulative fish-days values for the indices on the Tahuya River (Little Tahuya River (RM 0.0 to 1.0), Andys Creek (RM 0,0 to 0.6), Erdman Lake (RM 0.0 to 1.4), Haven Lake (RM 0.0 to 1.2) and Buffoon Creek (RM 0.3 to 0.9)), in Big Mission Creek (RM 3.2 to 5.1), in Little Mission Creek (RM 0.0 to 0.8), in the Union River mainstem (RM 5.3 to 6.0), in Courney Creek (RM 0.0 and 0.8), and in Bear Creek (RM 0.3 to 0.8).","Most spawning takes place in the Tahuya River, Big Mission Creek and Union River. Spawning also occurs in numerous small, independent tributaries from eastern shore of Hood Canal south of the Dewatto River and along the north and south shores of Hood Canal west of the Great Bend.",No genetic analysis has been done on Southeast Hood Canal coho.
97,3220,Skokomish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. There have been substantial releases of non-native coho fry and yearlings into this system, particularly from George Adams Hatchery on Purdy Creek. There were several releases into Purdy Creek utilizing Quilcene, Samish, Soos Creek, Hood Canal and Skykomish hatchery stocks with additional use of Puyallup, Minter Creek and Sol Duc stocks. Fingerling/fry releases from 1958 to 1973 utilized primarily Hood Canal and George Adams stocks. This stock is likely a mixture of the native and introduced non-native stocks.",Coho,Skokomish coho were identified as a stock based their distinct spawning distribution.,"Data are: 1) sum-of-season cumulative fish-days values for index areas in the following small Skokomish tributaries: Swift Creek (RM 0.0 to 0.3), Kirkland Creek (RM 0.0 to 0.6), Kirkland Cr. unnamed tributary (16.0015, RM 0.0 to 0.9), and Fir Creek (RM 0.0 to 0.3) creeks; and 2) cumulative fish-days values for the North Fork Skokomish River index areas (RM 12.0 to 15.6) begun in 1993.",Spawning takes place throughout the Skokomish system wherever accessible and suitable habitat is available. Spawning in the upper North Fork Skokomish is blocked by Tacoma City Light dams.,"Allozyme analysis of North Fork Skokomish coho sampled in 1994 and 1995 showed them to be significantly different from all other Washington coho (David Teel, NMFS, personal communication)."
98,3225,Southwest Hood Canal Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,NA,"This is a mixed stock with wild production. There were sporadic releases of hatchery yearlings between 1954 and 1976 in this area. These releases utilized Hood Canal, Dungeness and Quilcene stocks. Other releases included Hoodsport Hatchery and George Adams Hatchery stocks. From 1982, the emphasis at Hood Canal hatcheries has been on early-run production utilizing Sol Duc, Baker (Skagit River basin) and Capilano (Canada) stocks. These on-station releases may have contributed some stray spawners to local tributaries. This stock is likely a mixture of the native and introduced non-native stocks.",Coho,Southwest Hood Canal coho were identified as a stock based on their distinct spawning distribution.,"Data are sum-of-season cumulative fish-days values for two indices, Eagle Creek (RM 0.0 to 1.2) and Jorsted Creek (RM 0.0 to 0.7).","Most spawning takes place in the independent tributaries between the Skokomish River and the Hamma Hamma River, including Clark, Sund, Miller, Eagle, Jorsted and Little Lilliwaup creeks and the Lilliwaup River.",No genetic analysis has been done on Southwest Hood Canal coho.
99,3230,Hamma Hamma Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. There have been sporadic releases of non-native hatchery yearlings between 1954 and 1980 into the Hamma Hamma. These releases utilized Hood Canal, Dungeness, Quilcene, Green River, Minter and George Adam stocks. This stock is likely a mixture of the native and introduced non-native stocks.",Coho,Hamma Hamma coho were identified as a stock based on their distinct spawning distribution.,"Data are cumulative fish-days values for an index on John Creek (RM 0.0 to 1.6), a Hamma Hamma tributary.",Most spawning takes place in the lower two miles of the Hamma Hamma River and in the lower two miles of John Creek.,No genetic analysis has been done on Hamma Hamma coho.
100,3240,Duckabush Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. There were infrequent off-station releases of hatchery yearlings between 1954 and 1980 into the Duckabush utilizing Hood Canal, Quilcene, Green River, Minter Creek and Dungeness hatchery stocks. George Adams fingerlings were released into this area from 1984 through 1986. This stock is probably a mixture of native and introduced non-native stocks.",Coho,Duckabush coho were identified as a stock based on their distinct spawning distribution.,"Data are sum-of-season cumulative fish-days values for Fulton (RM 0.0 to 0.8), Hatchery (16.0335, RM 0.0 to 0.1), and Pierce (16.0438, RM 0.0 to 0.5) creeks.","Spawning takes place mainly in the lower three miles of the mainstem Duckabush River. Spawning also occurs in Fulton Creek to the south of the Duckabush, Pierce Creek to the north of the Duckabush and in Hatchery Creek, a lower Duckabush tributary.",No genetic analysis has been done on Duckabush coho.
101,3250,Dosewallips Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with wild production. There were periodic releases of non-native yearlings between 1954 and 1980 utilizing Dungeness, Hood Canal, George Adams, Quilcene, Minter Creek and Green River hatchery stocks. George Adams fingerlings were released into this area in 1985 and 1986. This stock is probably a mixture of the native and introduced non-native stocks.",Coho,Dosewallips coho were identified as a stock based on their distinct spawning distribution.,"Data are sum-of-season cumulative fish-days values for index areas on Rockybrook Creek (RM 0.0 to 0.3), a Dosewallips tributary.",Most spawning takes place in the lower 12 miles of the mainstem Dosewallips and in side channels and small tributaries.,No genetic analysis has been done on Dosewallips coho.
102,3260,Quilcene/Dabob Bays Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For Hood Canal coho: Critical runsize range - If Ocean Age 3 (OA3) runsize < 18,576, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 41,035, then max total exploit = 45 %.  Normal runsize range - If Ocean Age 3 (OA","This is a mixed stock with composite production. There have been frequent introductions of non-native coho, mainly into Tarboo Creek and Little Quilcene River. Introduced stocks included Quilcene, Soos Creek (Green River), Hoodsport and Dungeness hatchery stocks. There were sporadic fingerling/fry releases between 1954 and 1963 utilizing a variety of Puget Sound stocks. Beginning in 1986, extendedreared hatchery-origin coho have been released from net pens in Quilcene Bay. This stock is likely a mixture of native stock and introduced non-native stocks.",Coho,Quilcene/Dabob Bays coho were identified as a stock based on their distinct spawning distribution.,Data are estimates of total escapement to the tributaries to Quilcene and Dabob bays based on redd count data for Little Quilcene River (RM 3.0 to 5.3) and Tarboo Creek (RM 0.0 to 0.9) survey indices.,"Most spawning takes place in the lower Big Quilcene and Little Quilcene rivers, and in lower Spencer, Jackson, Donovan and Tarboo creeks.","Allozyme analysis of a sample of Quilcene Hatchery coho collected in 1994 showed that it differed significantly from all other coho sampled in Washington (David Teel, NMFS, personal communication)."
103,3270,Chimacum Creek Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =",This is a mixed stock with composite production. There have been significant off-station coho releases into the Chimacum Creek system since 1960. Yearlings from Dungeness Hatchery were planted from 1960 to 1981; Soos Creek Hatchery (Green River) yearlings were planted in 1964; Minter Creek Hatchery (south Puget Sound) coho were released in 1976; and Quilcene Hatchery coho were used in 1977. This stock is likely a mixture of the native and introduced non-native stocks.,Coho,Chimacum Creek coho were identified as a stock based on their distinct spawning distribution.,"Data are 1) cumulative fish counts in the Chimacum Creek index area (RM 8.3 to 10.2), 2) cumulative redd counts in the Chimacum Creek index area (RM 8.3 to 10.2) from 1986 to 1999 and from index area RM 8.8 to 10.2 in 2000 and 2001, and 3) total escapement estimates based on redd counts using a stratified random sampling method in Chimacum Creek and its tributaries.",Spawning takes place throughout the Chimacum Creek system.,No genetic analysis of coho from the Chimacum Creek system has been done.
104,3273,Discovery Bay Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =",This is a mixed stock with composite production. Relatively small numbers of Dungeness Hatcheryorigin coho were released into Discovery Bay tributaries beginning in 1965. This stock is likely a mixture of the native stock and non-native stocks introduced into these drainages.,Coho,Discovery Bay coho were identified as a stock based on their distinct spawning ground distribution.,"Data are total adult escapement estimates and smolt numbers based on counts at the WDFW Snow Creek Research Station upstream/downstream migrant trap at RM 0.8.  Since 1994 adult escapement and juvenile production levels have been very low. A formal recovery program was initiated in 1998, using Snow Creek coho as the donor stock for a supplementation program. In 1998 through 2000, nearly all returning natural-origin coho adults (25 to 30 pairs each year) were collected and spawned at the Snow Creek facility.  Juvenile releases from the supplementation program resulted in a significant increase in total coho smolt production for the 1998,1999 and 2000 brood years. The escapement in 2001 was over 400 coho adults, which represents the first adult returns from the supplementation program. About 30 pairs were collected for broodstock in 2001, and the rest were allowed to spawn naturally.",Most spawning takes place in the Snow Creek and Salmon Creek watersheds. Some spawning also takes place in the lower portions of Contractors and Eagle creeks.,"No genetic analysis has been done on Discovery Bay coho, but samples have been collected for DNA analysis."
105,3277,Sequim Bay Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. This area received substantial off-station yearling releases, primarily of Dungeness Hatchery stock between 1952 and 1971. Other yearling plants came from the Soos Creek (Green River) and Marblemount (Skagit River) hatcheries. This stock is likely a mixture of the native stock and non-native stocks introduced into these streams.",Coho,Sequim Bay coho were identified as a stock based on their distinct spawning ground distribution.,"Cumulative redd counts are from the JimmyComeLately Creek index area from RM 0.0 to 1.5. Total escapement estimates are from redd counts made using the stratified random sampling method described in Crain (1999) in JimmyComeLately Creek plus Sequim Bay and tributaries such as Johnson, Dean, Bell, Chicken Coop creeks, and unnamed tribs 17.0284 and 17.0292.  Method was revised using M. Haggerty adjustments.","Spawning generally occurs from late October to early January.  Spawning takes place in accessible portions of JimmyComeLately, Johnson and Dean creeks.",No genetic analysis has been done on Sequim Bay coho.
106,3280,Dungeness Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with composite production. Streams in this area have been heavily planted with non-native coho. Annual off-station yearling releases occurred between 1952 and 1981 using Soos Creek (Green River), Kendall Creek (Nooksack River), Toutle, Elwha and Puyallup hatchery stocks. This stock is likely a mixture of the native stock and the introduced non-native stocks.",Coho,Dungeness coho were identified as a stock based on their distinct spawning distribution. Stock identification is supported by recent genetic analysis.,Estimate is based on hatchery rack returns and is not suitable for rigorous assessment of natural spawning population trends or abundance levels.,"Most spawning takes place in accessible portions of the Dungeness and Gray Wolf rivers and their tributaries. Spawning also occurs in Bell and Cassalery creeks, independent tributaries near the Dungeness.","Allozyme analysis of a collection of Dungeness Hatchery coho made in 1987 shows that this stock is significantly different from all other Washington coho stocks examined (David Teel, NMFS, personal communication)."
107,3290,Morse Creek Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. Streams in this area have been heavily planted with nonnative coho. Hatchery yearlings were periodically released between 1952 and 1981, with the most consistent plants being made in Morse, McDonald and Siebert creeks using Dungeness, Soos Creek (Green River), Toutle and Minter Creek (south Puget Sound) hatchery stocks. Extended-reared coho, from a net pen program begun in 1981 in the Port Angeles harbor, may also contribute to spawning in Morse, McDonald and Siebert creeks. This stock is likely a mixture of the native stock and the introduced nonnative stocks.",Coho,Morse Creek coho were identified as a stock based on their distinct spawning distribution and on their probable common hatchery influence (mainly Dungeness Hatchery).,Data are: 1) cumulative fish counts; 2) cumulative redd counts in index areas in McDonald Creek (RM 1.7 to 4.4) and Siebert Creek (RM 0.9 to 4.2); and 3) total escapements based on redd counts and using a stratified random survey methodology (Crain 1999).,"Most spawning takes place in McDonald, Siebert, Morse, Ennis, Valley and Tumwater creeks.",No genetic analysis has been done on Morse Creek coho.
108,3300,Elwha Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with composite production. Streams in this area have been heavily planted with non-native coho. Releases include Elwha, Dungeness and Soos Creek (Green River) hatchery stocks. Homing of returning adults back to the Elwha Hatchery rack is limited, and many hatchery-origin fish spawn in the river. In addition, there is no attempt or ability to differentiate between natural- and hatchery-origin coho during the hatchery broodstocking activities, hence the composite nature of the stock.",Coho,Elwha coho were identified as a stock based on their distinct spawning distribution.,There are no valid wild abundance trend data for Elwha coho.  Historic estimates are based on hatchery rack returns and are not suitable for assessment of natural spawning population trends or abundance levels.,"Spawning is confined to the lower 4.9 miles of the Elwha, below the Elwha Dam.",No genetic analysis has been done on this stock.
109,3310,Salt Creek Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. There were off-station releases of Dungeness coho yearlings in this area almost annually between 1959 and 1974. Single releases of Soos Creek (Green River), Marblemount (Skagit River), Elwha, George Adams (Hood Canal) and Washougal hatchery stocks have also occurred. This stock is likely a mixture of the native stock and the introduced non-native stocks.",Coho,Salt Creek coho were identified as a stock based on their distinct spawning distribution.,"Data are: 1) cumulative fish counts; 2) cumulative redd counts in index areas in the mainstem Salt Creek (RM 5.6 to 6.4) and an unnamed tributary (WRIA 19.0014) (RM 0.0 to 0.8); and 3) total escapement estimates.  Redd counts have declined since the 1992 SASSI status rating. However, recent-year Salt Creek smolt production estimates show adequate production for the basin, so escapement levels appear to be adequate for significant juvenile production.",Spawning takes place throughout the Salt Creek system.,No genetic analysis has been done on Salt Creek coho.
110,3320,Lyre Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =",This is a mixed stock with wild production. There were off-station releases of non-native coho in almost every year between 1954 and 1971. Dungeness Hatchery stock was most commonly used along with single releases of Soos Creek (Green River) and Marblemount (Skagit River) hatchery stocks. This stock is likely a mixture of the native and introduced non-native stocks.,Coho,Lyre coho were identified as a stock based on their distinct spawning distribution.,Total escapement estimate based on redd counts in the Lyre River and its tributaries using an SRS method developed by Crain (1999). Method was revised using M. Haggerty`s adjustments for stream location and size.,Most spawning takes place in the lower mainstem Lyre and in Susie Creek.,No genetic analysis has been done on Lyre coho.
111,3330,Pysht/Twin/Deep Creek Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. There were off-station releases of coho yearlings in this area almost annually between 1954 and 1971. Dungeness stock was most commonly used with additional releases from Sol Duc, Soos Creek (Green River), Marblemount (Skagit River) and George Adams (Hood Canal) hatchery stocks. The stock is likely a mixture of the native stock and introduced non-native stocks.",Coho,Pysht/East and West Twin/Deep Creek coho were identified as a stock based on their distinct spawning distribution.,"Data are: 1) cumulative fish counts; 2) cumulative redd counts from index areas in Sadie Creek (RM 1.6 to 2.2), an East Twin River tributary, and in the South Fork Pysht (RM 5.7 to 7.2) and Green Creek (RM 1.0 to 2.2); and 3) total escapement estimates based on redd counts and using a stratified random survey methodology.","Most spawning takes place in the East Twin River, including Sadie Creek, the West Twin River, Deep Creek, the East Fork Deep Creek, the mainstem Pysht River, South Fork Pysht and Green Creek.",No genetic analysis has been done on Pysht/East and West Twin/Deep Creek coho.
