Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2019,,"1,602",,,Patrick Cochran,03/03/2020 12:57:49 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1995,,"8,021",,,,09/26/2016 04:08:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1996,,"11,651",,,,09/26/2016 04:06:58 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1997,,"22,058",,,,09/26/2016 04:05:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1998,111.80,"28,520",255,,Patrick Cochran,03/07/2016 03:04:33 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1999,111.80,"21,927",196,,Patrick Cochran,03/07/2016 03:04:49 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2000,111.80,"21,135",189,,Patrick Cochran,03/07/2016 03:05:02 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2001,111.80,"25,794",231,,Patrick Cochran,03/07/2016 03:05:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2002,111.80,"11,101",99,,Patrick Cochran,03/07/2016 03:05:26 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2003,111.80,"21,811",195,,Patrick Cochran,03/07/2016 03:05:38 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2004,111.80,"32,006",286,,Patrick Cochran,03/07/2016 03:05:50 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2005,111.80,"42,846",383,,Patrick Cochran,03/07/2016 03:06:02 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2006,111.80,"19,125",171,,Patrick Cochran,03/07/2016 03:06:13 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2007,111.80,"19,291",173,,Patrick Cochran,03/07/2016 03:06:24 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2008,111.80,"28,582",256,,Patrick Cochran,03/07/2016 03:06:36 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2009,111.80,"25,177",225,,Patrick Cochran,03/07/2016 03:06:47 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2010,111.80,"19,683",176,,Patrick Cochran,03/07/2016 03:06:59 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2011,111.80,"18,513",166,,Patrick Cochran,03/07/2016 03:07:11 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2012,111.80,"14,051",126,Updated by MSZ 8/2014 Smolt est using all marks and ignoring chi sq results,Patrick Cochran,09/26/2016 03:57:35 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2013,111.80,"32,459",290,,Patrick Cochran,03/07/2016 03:07:40 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2014,111.80,"27,094",242,,Patrick Cochran,03/07/2016 03:07:51 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2015,111.80,"29,352",263,,Patrick Cochran,01/23/2017 03:04:00 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2016,,"16,533",,,Patrick Cochran,01/23/2017 03:03:40 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2017,,"22,584",,Multiple Partial Capture Traps,Patrick Cochran,01/11/2018 10:08:11 AM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2018,,"28,030",,,Patrick Cochran,03/15/2019 01:13:04 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2019,,"25,937",,,Patrick Cochran,03/03/2020 12:49:12 PM
Puget Sound,Not Warranted,2055,Skagit River,Chum,Fall,2014,,"838,217",,,Clayton Kinsel,06/15/2015 02:18:39 PM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2009,,"159,390",,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:17:45 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2010,,"330,924",,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:19:11 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2011,,"862,328",,,Matthew Klungle,07/06/2016 11:19:30 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2012,,"54,438",,,Matthew Klungle,07/06/2016 11:20:20 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2013,,"148,545",,,Matthew Klungle,07/06/2016 11:20:42 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2014,,"17,197",,,Matthew Klungle,07/06/2016 11:21:27 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2015,,"233,783",,,Matthew Klungle,07/06/2016 10:56:47 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2011,1.60,"32,656","20,410",,,02/26/2014 11:39:48 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2012,1.60,"43,055","26,909",,,02/25/2014 11:14:48 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2013,1.60,"42,211","26,382",,Joshua Weinheimer,02/25/2014 10:21:53 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2014,1.60,"17,677","11,048",,,12/03/2014 11:29:03 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2015,1.60,"44,597","27,873",,Joshua Weinheimer,07/06/2016 02:17:49 PM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2016,,"41,253",,,Joshua Weinheimer,09/27/2018 10:38:47 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2017,,"44,322",,,Joshua Weinheimer,10/04/2018 02:09:58 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2005,,"498,472",,Single Partial Capture Trap,Mara Zimmerman,06/26/2015 11:28:51 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2006,,"194,717",,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2007,,"381,776",,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2008,,"96,103",,Single Partial Capture Trap,Peter Topping,06/25/2015 03:52:51 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2009,,"630,355",,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2010,,"41,324",,Single Partial Capture Trap,Peter Topping,06/25/2015 09:38:48 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2011,,"202,658",,,Peter Topping,06/26/2015 04:19:39 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2012,,"38,968",,,Peter Topping,10/29/2014 04:19:34 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2013,,"338,568",,,Peter Topping,10/29/2014 04:39:19 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2014,,"92,275",,,Peter Topping,07/01/2015 10:33:47 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2015,,"155,644",,,Peter Topping,12/15/2015 10:37:36 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2016,,"23,926",,,Peter Topping,03/07/2017 02:23:18 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2017,,"214,915",,,Peter Topping,09/27/2018 03:36:07 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2014,,"1,722,084",,,Clayton Kinsel,06/15/2015 03:31:00 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2015,,"665,087",,,Clayton Kinsel,09/22/2016 02:23:19 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2016,,"729,392",,,Clayton Kinsel,02/16/2017 12:15:07 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2017,,"1,376,182",,,Clayton Kinsel,10/30/2018 03:30:26 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2018,,"1,493,126",,,Clayton Kinsel,10/30/2018 03:35:32 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2019,,"1,199,873",,,Clayton Kinsel,12/06/2019 10:18:45 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2011,,"62,280",,,Peter Topping,06/25/2015 10:23:37 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2012,,"48,148",,,Peter Topping,07/01/2015 12:03:49 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2013,,"50,642",,,Peter Topping,06/25/2015 04:05:40 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2014,,"106,365",,,Peter Topping,07/01/2015 12:48:54 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2015,,"42,564",,,Peter Topping,12/15/2015 10:56:22 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2016,,"62,074",,,Peter Topping,03/07/2017 03:16:57 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2017,,"79,491",,,Peter Topping,09/27/2018 03:06:01 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2009,,"128,497",,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2010,,"179,220",,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2011,,"254,456",,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2012,,"80,048",,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2013,,"164,400",,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2014,,"203,827",,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2015,,"118,580",,,Matthew Klungle,07/06/2016 10:53:38 AM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2016,,"84,524",,,Matthew Klungle,05/01/2018 03:59:11 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2017,,"58,930",,,,05/01/2018 03:58:23 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2006,,"38,579",,,Clayton Kinsel,09/17/2015 04:05:05 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2007,,"29,910",,,Clayton Kinsel,09/17/2015 02:43:54 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2008,,"27,416",,,Clayton Kinsel,09/17/2015 12:02:28 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2009,,"45,398",,,Clayton Kinsel,09/17/2015 09:53:12 AM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2010,,"24,396",,,Clayton Kinsel,09/15/2015 04:40:12 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2011,,"57,271",,,Clayton Kinsel,09/15/2015 02:36:32 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2012,,"21,243",,,Clayton Kinsel,09/08/2015 03:23:20 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2013,,"27,246",,,Clayton Kinsel,09/08/2015 12:13:00 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2014,,"56,639",,,Clayton Kinsel,07/14/2016 01:06:29 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2015,,"8,114",,,Clayton Kinsel,09/08/2015 12:23:33 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2016,,"23,912",,,Clayton Kinsel,02/16/2017 04:33:46 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2017,,"23,912",,,Clayton Kinsel,10/30/2018 11:59:55 AM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2018,,"21,915",,,Clayton Kinsel,10/30/2018 12:13:58 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1992,,307,,,Clayton Kinsel,06/17/2016 12:02:27 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1993,,143,,,Clayton Kinsel,06/17/2016 11:59:42 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1994,,152,,,Clayton Kinsel,06/17/2016 11:55:16 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1995,,828,,,Clayton Kinsel,06/17/2016 11:51:47 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1997,,100,,,Clayton Kinsel,06/17/2016 11:47:32 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1999,,257,,,Clayton Kinsel,06/17/2016 11:43:10 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2000,,44,,,Clayton Kinsel,06/17/2016 11:35:13 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2001,,407,,,Clayton Kinsel,06/17/2016 11:12:55 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2002,,275,,,Clayton Kinsel,06/17/2016 11:09:06 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2003,,239,,,Clayton Kinsel,06/17/2016 11:02:21 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2004,,377,,,Clayton Kinsel,07/06/2016 11:34:11 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2005,,"1,969",,,Clayton Kinsel,06/17/2016 10:48:58 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2006,,"1,743",,,Clayton Kinsel,09/17/2015 04:19:56 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2007,,"1,075",,,Clayton Kinsel,09/17/2015 03:06:33 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2008,,96,,,Clayton Kinsel,09/17/2015 01:54:57 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2009,,"1,099",,,Clayton Kinsel,09/17/2015 10:18:04 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2010,,214,,,Clayton Kinsel,09/16/2015 04:10:05 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2011,,917,,,Clayton Kinsel,09/17/2015 04:29:39 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2012,,566,,,Clayton Kinsel,09/08/2015 03:50:44 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2013,,"1,507",,,Clayton Kinsel,09/08/2015 03:02:08 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2014,,"1,857",,,Clayton Kinsel,07/06/2016 11:34:19 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2015,,622,,,Clayton Kinsel,07/14/2016 01:04:43 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2016,,599,,,Clayton Kinsel,02/16/2017 04:46:26 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2017,,166,,,Clayton Kinsel,10/30/2018 02:05:33 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2018,,847,,,Clayton Kinsel,10/30/2018 02:48:05 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2006,,"1,829",,,Clayton Kinsel,09/18/2015 02:22:30 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2007,,787,,,Clayton Kinsel,09/17/2015 03:36:05 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2008,,828,,,Clayton Kinsel,09/17/2015 02:26:26 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2009,,626,,,Clayton Kinsel,09/17/2015 10:47:46 AM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2010,,496,,,Clayton Kinsel,09/16/2015 04:55:03 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2012,,"1,031",,,Clayton Kinsel,09/08/2015 04:27:08 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2013,,"1,368",,,Clayton Kinsel,09/08/2015 02:49:38 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2014,,"1,508",,,Clayton Kinsel,07/14/2016 01:19:20 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2015,,726,,,Clayton Kinsel,09/03/2015 02:23:42 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2016,,863,,,Clayton Kinsel,02/16/2017 04:41:40 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2017,,"1,317",,,Clayton Kinsel,10/30/2018 02:59:32 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2018,,"1,771",,,Clayton Kinsel,10/30/2018 03:03:40 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,Winter,2011,,"1,154",,,Clayton Kinsel,09/15/2015 03:33:40 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2006,,"8,043",,,Clayton Kinsel,09/17/2015 04:40:29 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2007,,"6,749",,,Clayton Kinsel,09/17/2015 03:18:36 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2008,,"2,850",,,Clayton Kinsel,09/17/2015 02:14:22 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2009,,"3,474",,,Clayton Kinsel,09/17/2015 10:37:07 AM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2010,,"1,663",,,Clayton Kinsel,09/16/2015 04:38:06 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2011,,"1,550",,,Clayton Kinsel,09/15/2015 03:12:03 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2012,,"2,168",,,Clayton Kinsel,09/08/2015 03:36:01 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2013,,"4,327",,,Clayton Kinsel,09/08/2015 02:25:45 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2014,,"6,077",,,Clayton Kinsel,07/14/2016 01:16:59 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2015,,"2,937",,,Clayton Kinsel,09/03/2015 02:07:32 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2016,,"4,515",,,Clayton Kinsel,02/16/2017 04:38:36 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2017,,"1,862",,,Clayton Kinsel,10/30/2018 03:12:42 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2018,,"4,830",,,Clayton Kinsel,10/30/2018 03:19:48 PM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2012,,"7,082",,,,02/25/2014 11:47:53 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2013,,"6,732",,,,02/25/2014 10:50:18 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2014,,"8,838",,,,12/03/2014 11:28:43 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2015,,"1,844",,,Joshua Weinheimer,07/06/2016 02:16:17 PM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2016,,"1,121",,,Joshua Weinheimer,09/27/2018 10:58:28 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2017,,"3,755",,,Joshua Weinheimer,10/04/2018 02:03:17 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2006,,"43,887",,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2007,,"22,133",,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2008,,"21,292",,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2009,,"30,780",,Census Weir and Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2010,,"38,209",,Census Weir and Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2011,,"26,280",,,Peter Topping,07/01/2015 11:28:04 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2012,,"31,794",,,Peter Topping,07/01/2015 11:28:50 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2013,,"52,336",,,Peter Topping,07/01/2015 11:29:30 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2014,,"35,839",,,Peter Topping,07/01/2015 11:40:17 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2015,,"6,040",,,Peter Topping,12/15/2015 10:34:07 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2016,,"20,493",,,Peter Topping,03/07/2017 02:29:40 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2017,,"12,991",,,Peter Topping,09/27/2018 03:28:31 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Winter,2005,,"57,096",,Census Weir and Single Partial Capture Trap,Peter Topping,06/25/2015 03:54:36 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2014,,"59,567,881",,,Clayton Kinsel,06/15/2015 02:34:48 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2016,,"32,299,759",,,Clayton Kinsel,02/16/2017 12:09:15 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2018,,"6,985,668",,,Clayton Kinsel,10/30/2018 04:21:04 PM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2010,,"17,699,963",,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:18:16 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2012,,"8,586,354",,,Matthew Klungle,07/06/2016 11:19:50 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2014,,"27,543,984",,,Matthew Klungle,07/06/2016 11:21:04 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2016,,"2,146,344",,,Matthew Klungle,02/15/2017 04:16:24 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2002,,"236,326",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2004,,"42,111",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2008,,"4,385",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2010,,"1,472",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2008,,"35,789",,,,02/26/2014 02:09:08 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2010,,"17,751",,Estimate biased low due to late start to the trapping season.,,02/26/2014 12:51:11 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2012,,"512,638",,,,02/26/2014 11:58:10 AM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2014,,"2,401,896",,,,12/03/2014 11:29:18 AM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2016,,"170,132",,,Joshua Weinheimer,09/27/2018 10:49:52 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2006,,"696,640",,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:40:30 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2008,,"472,329",,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:42:07 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2009,,"43,160",,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:42:37 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2010,,"186,616",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2011,,"33,209",,,Peter Topping,10/29/2014 03:42:50 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2012,,"3,687,546",,,Peter Topping,07/01/2015 10:02:03 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2013,,"11,043",,,Peter Topping,10/29/2014 04:42:14 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2014,,"29,547,069",,,Peter Topping,07/01/2015 11:20:46 AM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2006,,940,,,Clayton Kinsel,07/14/2016 01:07:43 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2007,,"1,269",,,Clayton Kinsel,07/14/2016 01:08:01 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2008,,719,,,Clayton Kinsel,07/14/2016 01:08:20 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2009,,649,,,Clayton Kinsel,07/14/2016 01:08:56 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2010,,"1,298",,,Clayton Kinsel,07/14/2016 01:09:12 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2011,,983,,,Clayton Kinsel,07/14/2016 01:09:26 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2012,,902,,,Clayton Kinsel,07/14/2016 01:09:41 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2013,,"1,072",,,Clayton Kinsel,09/08/2015 12:20:06 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2014,,"1,097",,,Clayton Kinsel,07/14/2016 01:06:59 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2015,,935,,,Clayton Kinsel,09/08/2015 12:04:13 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2016,,"1,013",,,Clayton Kinsel,02/16/2017 03:37:28 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2017,,"1,598",,,Clayton Kinsel,10/31/2018 11:39:23 AM
